2012,Академический,0.57
2012,Алексеевский,0.57
2012,Алтуфьевский,0.55
2012,Арбат,0.28
2012,Аэропорт,0.54
2012,Бабушкинский,0.57
2012,Басманный,0.54
2012,Беговой,0.5
2012,Бескудниковский,0.57
2012,Бибирево,0.68
2012,Бирюлёво Восточное,0.7
2012,Бирюлёво Западное,0.63
2012,Богородское,0.58
2012,Братеево,0.63
2012,Бутырский,0.61
2012,Вешняки,0.79
2012,Внуково,0.87
2012,Войковский,0.53
2012,Восточное Дегунино,0.54
2012,Восточное Измайлово,0.26
2012,Восточный,1.52
2012,Выхино-Жулебино,0.87
2012,Гагаринский,0.45
2012,Головинский,0.56
2012,Гольяново,0.78
2012,городской округ Троицк,0.67
2012,городской округ Щербинка,0.52
2012,Даниловский,0.49
2012,Дмитровский,0.84
2012,Донской,0.21
2012,Дорогомилово,0.56
2012,Замоскворечье,0.61
2012,Западное Дегунино,0.61
2012,Зюзино,0.62
2012,Зябликово,0.56
2012,Ивановское,0.88
2012,Измайлово,0.61
2012,Капотня,0.88
2012,Коньково,0.63
2012,Коптево,0.45
2012,Косино-Ухтомский,0.51
2012,Котловка,0.58
2012,Красносельский,0.56
2012,Крылатское,0.82
2012,Крюково,0.87
2012,Кузьминки,0.77
2012,Кунцево,0.6
2012,Куркино,0.98
2012,Левобережный,0.6
2012,Лефортово,0.46
2012,Лианозово,0.89
2012,Ломоносовский,0.8
2012,Лосиноостровский,0.8
2012,Люблино,0.68
2012,Марфино,0.7
2012,Марьина Роща,0.35
2012,Марьино,0.58
2012,Матушкино,0.8
2012,Метрогородок,0.69
2012,Мещанский,0.72
2012,Митино,0.66
2012,Можайский,0.54
2012,Москворечье-Сабурово,0.82
2012,Нагатино-Садовники,0.6
2012,Нагатинский Затон,0.62
2012,Нагорный,0.61
2012,Некрасовка,0.84
2012,Нижегородский,0.65
2012,Новогиреево,0.53
2012,Новокосино,0.78
2012,Ново-Переделкино,0.72
2012,Обручевский,0.7
2012,Орехово-Борисово Северное,1.23
2012,Орехово-Борисово Южное,0.86
2012,Останкинский,0.85
2012,Отрадное,0.74
2012,Очаково-Матвеевское,0.5
2012,Перово,0.6
2012,Печатники,1.01
2012,Покровское-Стрешнево,0.23
2012,поселение Внуковское,0.21
2012,поселение Вороновское,0.7
2012,поселение Воскресенское,0.48
2012,поселение Десёновское,0.4
2012,поселение Киевский,0.77
2012,поселение Клёновское,1.22
2012,поселение Кокошкино,0.36
2012,поселение Краснопахорское,0.58
2012,поселение Марушкинское,0.64
2012,поселение Михайлово-Ярцевское,0.59
2012,поселение Московский,1.01
2012,поселение Новофёдоровское,0.72
2012,поселение Первомайское,1.06
2012,поселение Роговское,0.73
2012,поселение Рязановское,1.02
2012,поселение Сосенское,0.62
2012,поселение Филимонковское,0.75
2012,поселение Щаповское,0.77
2012,Преображенское,0.56
2012,Пресненский,0.54
2012,Проспект Вернадского,0.67
2012,Раменки,0.63
2012,Ростокино,0.54
2012,Рязанский,0.59
2012,Савёлки,1.16
2012,Савёловский,0.36
2012,Свиблово,0.82
2012,Северное Бутово,0.88
2012,Северное Измайлово,0.7
